Class,Data 
0,"-377.94046,41.67579,-14.0424595,-2.9695227,-4.6484323,3.6038973,-21.471457,-2.5634863,-10.580589,6.881787,-16.86958,11.079558,-1.9213904,4.8724504,-1.1144792,-1.1004001,-3.0125885,3.6494954,-4.775698,-7.2007694"
0,"-439.31866,25.58293,-4.0223546,8.74925,-0.5507077,4.528178,-17.614231,5.983375,-12.078337,-2.2431724,-11.238248,8.581425,-4.1960454,7.654237,-0.8591922,5.0014615,-1.6700464,-2.092388,-3.178223,-1.6835046"
0,"-405.08188,19.898153,-7.251501,8.751602,3.8909159,3.9025962,-20.211805,2.4415524,-16.943394,-3.090647,-16.31743,6.1333337,-0.53087264,5.9739914,-4.841379,5.371208,-4.313526,1.2298152,-7.722271,-3.8833046"
0,"-384.2247,37.51412,-14.080225,0.26245916,-4.7828374,2.1393545,-22.635132,-0.13799362,-15.888629,-2.3855255,-14.096128,6.547639,-3.9983659,7.4249945,-5.7323933,0.9344832,-6.041517,0.5298042,-5.934832,-6.467287"
0,"-403.20096,54.49673,-4.4221606,-5.9081864,-20.260794,-2.2442448,-18.857204,-0.25980854,-15.154996,1.6088626,-15.35253,9.2053385,-7.0868835,6.1046605,4.039857,3.7896805,-2.9755006,-3.56096,-9.369226,-3.668757"
0,"-384.12973,46.5164,-16.48622,-13.372452,-5.9205494,9.509157,-29.26166,-0.64702815,-15.9284525,-4.687794,-9.04125,8.266636,-5.421889,11.932049,-5.951506,2.4455366,-5.245979,-3.5795612,-6.73683,-10.525459"
0,"-439.6306,44.704735,-1.0705215,5.948303,2.738841,4.3964295,-22.422903,1.4866915,-16.186792,-3.9152822,-13.852969,10.969395,-2.645451,7.9898057,-0.09093797,2.7394855,-3.9795997,-1.6246473,-5.5022154,-5.6810155"
0,"-413.1485,43.852978,-7.6479073,-3.3670752,3.2718425,2.194925,-27.636194,-1.9965984,-12.380882,0.21423924,-12.7805605,10.565854,-2.274479,10.484692,-5.1589127,-0.56456536,-1.5880661,-2.2596827,-6.817801,-9.882784"
0,"-412.5121,44.472576,-9.646464,-5.7219234,0.4631452,6.818264,-25.702173,2.0557072,-11.526417,1.4312433,-8.372275,6.134223,-6.2774477,10.118364,-5.6526523,-0.90900767,-1.6930197,-2.6023533,-6.9298553,-8.748603"
0,"-435.05804,27.610516,1.1979572,5.757953,7.2597938,4.262921,-19.646095,3.044781,-13.658312,-4.7845435,-12.782484,5.9132705,-3.8662562,7.047548,-5.9539475,4.3671165,-2.521579,-0.82502973,-2.6648748,-4.2769313"
0,"-385.08487,54.632744,-13.772362,-11.752618,-6.109864,8.991345,-23.839556,-5.572248,-15.371477,-1.149628,-3.6113224,3.299693,-1.2461792,2.2065818,4.796579,0.30679485,-6.9031024,1.5014604,-6.277392,-7.3142676"
0,"-398.5642,60.564613,-16.463104,-10.065185,-5.429696,6.8997684,-22.768866,0.7200026,-15.936035,1.7798246,-9.089194,5.7644525,-10.805528,4.2784457,-5.602488,1.8238509,-3.8308673,-0.52467537,-6.1120825,-11.493106"
0,"-394.76282,41.60837,-10.136336,4.2695203,-6.5309625,4.4883723,-27.971441,-10.155157,-12.416391,-2.6012042,0.93736607,2.6899219,-0.9535435,4.573959,-2.272313,2.0730343,-5.5530663,-0.2912959,-7.563086,-8.113993"
0,"-464.69608,41.842144,-0.92137957,8.357955,-0.27963927,6.8980556,-20.69198,2.7642474,-11.929556,-0.19330506,-10.165265,11.936567,0.7803734,8.114858,0.6818589,1.8706031,-5.7522078,-2.038292,-4.0177546,-2.6122286"
0,"-458.06326,61.08747,-5.97651,-2.2683222,-8.294399,7.091199,-16.235167,1.7929573,-13.925513,-0.8470396,-10.103909,11.953143,-3.416146,5.2014356,-0.3219173,1.4455554,-11.226989,-0.2854103,-3.980982,-6.5887785"
0,"-387.97614,58.3952,-10.635891,-3.986726,-16.677385,10.249196,-20.810692,-10.490904,-16.878479,-6.1266665,-0.58017325,5.622022,0.3182173,0.29089668,1.9318498,2.04994,-7.994005,-1.7460704,-4.184141,-8.43708"
0,"-405.74084,58.726826,0.65082777,-1.1159216,-24.495743,1.9434608,-20.080914,-6.2026587,-14.456371,-3.5832634,-1.5558643,0.8199325,0.39783216,2.7312362,1.8654549,1.9028978,-6.32119,-0.95789593,-6.4670277,-11.004235"
0,"-397.41632,71.29693,-5.7581425,-16.095602,-16.012634,3.162798,-20.739912,-0.643339,-18.443268,1.0728632,-13.555106,5.8551526,-1.466661,7.5078278,-2.4948869,-1.5147603,-5.6000237,-1.2423041,-8.031746,-12.646461"
0,"-394.7824,32.16063,-8.091175,-8.963312,-2.5453491,-5.176942,-21.340918,-1.9352775,-13.983055,6.234232,-12.071234,13.131,-4.5114837,11.387091,-3.1463692,1.6142353,-3.5735714,-2.2080464,-4.9401784,-9.243933"
0,"-384.2178,56.998722,-0.57694167,-10.864858,-23.874891,-0.4045372,-20.046919,5.0947733,-16.01872,2.5072584,-12.385519,5.058793,-7.544582,9.025831,-2.7649062,0.3651314,-3.1839108,1.0076706,-6.2896447,-13.108135"
0,"-374.13705,52.57924,-16.495771,-30.424093,-14.588877,7.372177,-18.514565,0.1779664,-19.300201,0.703661,-14.333895,14.745252,-3.4370282,10.864934,-4.7640023,-3.3026583,-5.400191,-8.080851,-5.2360272,-4.6659794"
0,"-399.7718,53.635094,1.603461,10.37927,2.179148,2.431564,-25.834017,9.105448,-21.106882,-10.876422,-12.907911,-0.3401881,-6.2706347,5.0080833,-7.8936186,0.49409297,-4.2636676,0.27565947,-6.070869,-10.029798"
0,"-395.2031,44.362976,-15.983698,-19.176537,-1.7887495,7.426658,-22.12236,5.345245,-13.650731,2.785518,-12.862908,6.969606,-6.008526,14.118474,-0.8515569,5.660918,-3.0888758,3.450552,-2.2876453,-9.716278"
0,"-422.47287,39.978355,-8.559626,3.0815465,-3.171182,13.093799,-26.951942,-9.376832,-15.54907,-0.7409947,-5.34855,3.9406013,4.085065,7.8008814,2.2866104,-0.1587188,-3.2519526,3.8704803,-4.7450256,-7.2035103"
0,"-426.8988,50.398632,-12.834898,-14.394445,-3.0908349,8.897866,-19.584236,4.580585,-18.034332,0.17606536,-11.612635,18.074743,-1.0532604,9.622441,-3.926462,4.8856587,-7.3746066,-2.4911413,-4.259905,-9.18515"
0,"-405.81653,46.81879,0.016942607,1.9452702,-10.250243,12.479408,-19.155804,-10.681713,-20.756546,-7.932142,-7.228928,2.9227257,-1.3725681,2.3585272,0.71457356,3.8901799,-5.5913625,2.0843256,-7.7349133,-0.8365725"
0,"-407.37253,51.474342,-16.326454,-11.619757,-5.43633,6.014184,-22.779285,2.832704,-11.537364,2.679716,-9.855173,7.8783226,-5.9655547,5.916199,-0.5537724,4.1887813,-2.9142878,-2.5151303,-3.9788518,-6.2861805"
0,"-379.95377,42.755894,-23.943367,-3.6003282,-8.625397,6.8823285,-25.727701,-7.0040298,-13.642286,0.9947107,-0.41855186,-0.35404655,-2.5292559,3.6823027,0.48290285,1.3182666,-7.9726596,-0.17871906,-7.3487515,-7.7369123"
0,"-400.84802,35.443024,-6.863791,4.623548,0.20380136,1.8327445,-21.757032,0.90759706,-15.943721,-6.587733,-17.095049,8.413559,-1.0161841,10.809176,-4.708529,1.9097476,-4.7964506,-5.1612225,-6.787121,-5.576716"
0,"-402.54984,57.034744,-9.771101,-15.845973,-1.8115456,10.634957,-18.452076,-11.283457,-21.053207,0.8246732,-13.3622875,10.3530445,-1.1614559,7.0326223,-3.742841,-0.51466376,-8.586065,-4.1452436,-8.166158,-5.480772"
0,"-419.76904,43.76503,-10.39279,2.1174314,-3.1037145,9.515443,-29.401415,-6.9900193,-11.262691,1.9743637,0.67632484,0.13128826,1.7527646,6.4432454,0.070675164,0.19328499,-3.5836163,0.60562694,-3.541218,-6.6991334"
0,"-423.5293,54.52574,-1.4623373,3.7169442,0.33451557,10.106942,-21.216616,0.31773508,-15.169564,-6.329053,-16.271524,3.1042435,-5.911821,10.02944,-4.878633,-1.96106,-6.719106,-2.8946927,-6.195713,-5.6532555"
0,"-428.0582,50.869953,-7.367078,0.9869633,4.308419,5.2882776,-28.200363,-1.3069557,-12.4629965,-2.511121,-12.050654,11.351023,-0.8588288,6.2617035,-2.633605,1.3932747,-5.6309566,-5.7785726,-4.4241962,-8.1287155"
0,"-420.55432,60.712704,5.3767223,-10.36908,-17.815012,-4.1108446,-15.644159,2.545641,-21.86731,0.0665935,-13.979436,5.7701335,-0.24385615,8.760387,-3.3932557,4.479011,-7.4983845,-5.5758805,-9.290763,-10.7098"
0,"-437.85992,62.234554,-6.1204,-7.2231717,-0.07152992,9.184776,-19.961853,-7.80567,-19.857534,-2.9057932,-9.384624,12.481391,-0.1372088,4.9072804,1.2814679,2.76059,-6.954187,-4.058715,-5.7195854,-6.8905444"
0,"-389.5442,41.44087,-3.5701618,-1.7336154,-3.3548431,6.757076,-21.272322,-4.147811,-18.226723,0.04233499,-17.68402,6.91983,-6.607701,3.190434,-1.3194132,2.8528762,-4.887894,0.068228416,-5.7734785,-3.7722948"
0,"-464.9746,67.11483,-1.8663687,0.6051818,-2.5035565,13.453179,-18.17807,-2.5503845,-17.367249,-3.4742575,-7.7285204,11.78432,-7.1011567,4.620744,-0.17137086,0.6751159,-10.887884,1.3543415,-3.345485,-5.993389"
0,"-425.59848,49.136906,-20.974188,-18.887217,-3.3395023,7.0713854,-18.395994,7.290388,-8.949321,1.9830073,-10.252943,9.575046,-2.4094877,10.907862,0.2567459,5.012598,-4.7470007,-0.40092304,-4.037731,-5.6375504"
0,"-379.31323,59.31347,-6.439507,-10.245185,-32.254623,4.261298,-22.913618,-2.5163941,-18.787176,-3.293904,0.042161167,-1.7503741,-1.6580985,1.7655561,0.11263272,1.155413,-9.400238,-2.5818048,-6.2360597,-11.903473"
0,"-383.1394,52.275154,-28.548498,-16.32341,-6.5997496,4.86299,-29.6581,7.4010925,-12.578606,4.7129827,-8.925457,6.0482426,-6.4695816,9.523772,1.1816003,5.1855636,-4.700341,2.02535,-3.3798993,-12.715604"
0,"-413.2089,40.561954,-6.9979706,3.908572,-3.1013694,1.8350222,-26.509668,5.0130353,-16.040573,-6.4250445,-14.06535,9.363597,-0.9510958,12.373479,-3.8104744,6.817509,-6.2997494,-4.7396975,-7.3817196,-6.38875"
0,"-387.1301,57.18655,-26.582237,-14.448497,-6.708079,9.073961,-23.755632,-3.8561716,-14.202664,-2.6630833,1.5080978,2.4972403,-2.251226,5.12719,1.6441729,-1.1716034,-4.2516365,-1.6849579,-2.8709478,-9.069312"
0,"-418.42554,46.18056,-6.9440193,1.5560534,-1.0166883,4.442415,-24.40807,0.8386351,-15.433174,-9.094653,-14.346123,10.494317,-1.9069041,8.549127,0.5245383,4.0701823,-6.9559546,-2.2840269,-5.01685,-5.2191095"
0,"-395.31036,54.29289,-13.70408,0.3041306,-6.7381988,0.34686932,-25.014803,3.010619,-14.785653,0.636315,-13.303095,7.8210855,-6.8743157,4.1580772,-2.6305194,0.46407533,-4.5027194,-5.4919496,-7.7435856,-10.109555"
0,"-406.93887,65.09601,-25.971241,-25.547678,-8.070051,11.233868,-20.441628,-4.0823636,-19.050865,1.5255449,-11.877701,16.818266,-2.2342322,6.383021,-0.6484782,5.125515,-8.981004,-6.621263,-3.4498806,-11.113167"
0,"-425.6566,60.353706,-15.21409,-3.3008993,0.1255975,-1.3017923,-25.348417,-0.73520464,-15.939033,-4.5503726,-19.658873,10.939436,-0.39359504,9.185901,-0.28778768,1.5204067,-0.43751854,-3.8474314,-5.4891057,-7.024932"
0,"-406.63123,63.642838,2.230139,-3.0164714,-23.44085,-0.19862536,-24.508192,-4.531364,-24.181637,-2.385846,4.0626125,3.4739752,0.9559915,6.780233,0.34546274,2.1974013,-3.52221,-0.60613036,-3.3846614,-9.889105"
0,"-375.61316,70.39727,-7.4050536,-9.903422,-20.5515,-7.125963,-20.752893,6.604805,-21.354368,-1.4536614,-8.731248,5.1937585,-5.2477903,8.043121,-2.066145,-0.52990353,2.4333665,-7.113488,-4.2577453,-14.017128"
0,"-403.7278,77.27568,-5.23206,-34.819565,-14.388324,15.219689,-20.962301,-6.4120994,-17.934778,-1.1657547,-14.44467,5.170958,-0.22514136,15.66928,-0.0063783396,-1.3660041,-1.5323708,-1.0228584,-3.2266881,-10.723546"
0,"-432.8168,49.295143,-15.569408,-8.509997,-7.560635,10.910095,-17.678518,5.78075,-13.31307,-2.8511767,-9.494703,14.319389,0.82668054,11.037502,3.8329222,5.959787,-5.6018357,-3.797099,-3.551289,-5.7360334"
0,"-365.77563,57.172516,-14.276356,-0.0053821206,-4.44779,-1.7642021,-28.102434,-0.8977523,-17.163082,-1.0836806,-13.416801,5.330509,-5.048139,7.2631264,-7.239622,-0.33412477,-4.7262297,-1.0689688,-8.70171,-12.333397"
0,"-397.74448,71.313354,-12.214871,-14.4817,-8.417463,7.5987415,-22.2803,0.25824234,-16.801119,3.319117,-13.949544,4.08114,-4.771045,5.6491,-8.414111,0.8949043,-0.7321144,-2.1040702,-2.2163062,-11.517713"
0,"-393.9885,55.834934,-6.8111143,4.501767,-8.297818,9.421212,-20.74088,-9.767937,-17.751093,-8.723943,-7.9480886,-0.9935375,0.27966416,1.7039698,-0.43717143,-2.173483,-9.515591,2.4388924,-6.1900063,-8.189377"
0,"-406.51978,47.215687,-9.1582,6.9253297,-5.520769,13.245485,-24.3927,-10.997859,-18.204962,-1.9833031,-0.66254014,-0.5568384,1.4632772,2.9775949,-0.29153174,-0.9243701,-7.668107,1.6878436,-7.3529897,-7.2534122"
0,"-429.94946,74.420334,6.968075,-6.6452694,-11.260725,2.127077,-18.454363,2.3419032,-20.20502,-4.901107,-11.586641,1.7174139,-3.6608114,9.517601,-3.3782902,2.640156,-0.91826147,0.6997693,-3.9247422,-15.047961"
0,"-445.11908,64.70173,-0.15803055,-0.6299089,-5.6923933,9.292014,-17.216257,-5.3856225,-17.61449,-2.2421594,-10.503692,12.332395,-7.618687,4.1722918,-1.6531942,1.4104229,-7.531038,-0.51739585,-6.8612986,-5.9200864"
0,"-391.17328,61.4364,16.917376,0.601792,-18.476982,-1.6817349,-12.805903,3.1806524,-21.583963,2.497952,-15.112346,2.505976,-4.0150285,3.954029,-4.6389575,-1.9519386,-3.2633724,2.813531,-3.3614464,-9.775081"
0,"-403.46542,46.75261,-8.201808,-12.136979,-11.301774,8.992219,-19.852217,-1.2749276,-19.98412,-2.8029962,-10.49513,13.209544,-0.059816122,8.309407,0.114094876,0.56959766,-8.5533695,-6.857854,-3.7752619,-4.8538804"
0,"-452.83505,75.57462,30.986435,21.437685,13.457468,8.224669,-7.3334336,7.566063,-17.11365,-7.682758,-13.004827,-4.018526,-3.621935,-1.2466655,-4.2210593,-1.4450573,-7.8358884,4.665614,-5.3664885,0.41850257"
0,"-477.66336,84.754166,23.313028,0.93396485,-5.309077,2.4940903,-7.7919703,7.0240536,-20.70522,5.490074,-9.685588,0.11323859,-2.47737,6.527269,-6.8160977,4.0227346,-6.6654577,5.1975126,-3.0527136,-1.5426053"
0,"-464.90823,70.99871,15.716216,9.747559,15.364813,3.764702,-16.312784,10.971592,-20.365753,-2.140601,-10.569179,-0.24201664,1.079936,3.1907372,-4.230372,4.449392,-5.806435,2.2040286,-4.273841,3.2014294"
0,"-425.32068,90.01549,11.8473425,-8.797614,-0.49333015,6.936155,-9.925343,3.0000017,-15.353825,5.580993,-11.380947,8.4383335,-6.8486094,4.173969,-2.3817544,6.026225,-7.6636662,7.367765,-3.5877216,-1.143412"
0,"-472.22885,64.69521,14.100097,13.236209,14.398674,3.5703807,-14.557213,8.237093,-16.817924,-1.5128614,-11.870346,2.3481228,-0.8029085,5.3234363,-1.0283097,3.8764873,-5.500592,5.0338283,-6.222013,4.7696576"
0,"-455.19412,76.047585,7.911894,2.9304838,10.356493,6.790195,-19.460068,0.16812299,-18.821442,9.685653,-18.65242,6.1483984,-2.8274324,7.417662,-3.868878,2.75343,-4.2040367,6.149534,-2.323233,-3.81715"
0,"-432.7598,88.71639,7.894874,1.4139417,3.2299383,7.4345922,-9.961148,3.6004987,-10.855513,-0.9503875,-5.4182262,-0.062592745,0.10213387,4.226049,-3.2017562,2.4685009,-4.6012163,7.3411975,-0.635801,0.17798883"
0,"-440.36624,81.953575,4.8956323,-3.398991,9.464199,9.568344,-9.759915,3.8092914,-14.01015,8.013926,-12.397774,2.8578367,-6.127843,4.4985814,1.6835239,5.3603377,-7.8720956,8.647979,-3.2529662,1.5944588"
0,"-457.46912,63.292393,-0.17244662,4.723855,12.519383,0.45902282,-16.259071,4.89503,-10.219157,4.1624594,-9.348732,5.6795144,0.8430663,7.714905,-4.992446,5.1980014,-4.2091546,8.079998,-3.4829285,2.4942605"
0,"-472.0396,48.786045,12.326481,20.408161,10.356108,5.867951,-7.3231583,5.7285204,-15.729972,2.6605058,-14.782945,3.9146333,-3.341539,4.052802,-0.87197214,4.722614,-3.7173717,5.299461,-1.6720241,0.9690125"
0,"-442.23865,51.11584,16.875233,19.716202,12.244599,3.103254,-13.245512,8.070259,-19.902746,4.1090894,-14.4894285,2.8567176,-4.3301783,2.5597854,-3.2735724,2.9289367,-4.005882,7.1734877,-0.8135989,0.8064685"
0,"-434.27496,70.77405,18.006931,10.008539,18.227425,1.0218855,-14.618886,2.0631719,-15.632023,-2.548684,-12.27618,0.4834849,1.4389148,3.230525,-3.6495194,2.3607218,-4.9202538,3.9563823,-4.11392,-1.3992424"
0,"-447.03177,83.49703,23.244383,11.0853815,3.0034258,7.41934,-15.643273,5.3091674,-19.586103,0.40296677,-8.764912,-0.072335586,-3.4415138,1.1324067,-3.455674,0.8545817,-6.4477496,7.0322223,-3.7702188,1.3429105"
0,"-466.791,87.44576,31.72842,6.471867,-0.60528463,-1.1736133,-5.7897835,1.2878764,-14.640844,-0.011204165,-10.1689,2.9297512,-8.924307,4.663373,-2.8318946,2.2817445,-2.4826763,6.25728,-2.926074,2.2915382"
0,"-459.37546,86.89229,12.741935,0.60014147,9.0350275,5.4126425,-14.864613,8.75212,-16.211145,6.365649,-11.641672,3.6397536,-4.7978067,5.1903644,-3.1173644,2.3366578,-5.1810207,7.8501005,-1.780063,-2.629578"
0,"-457.29553,66.543686,14.833708,16.288145,17.07472,2.1856675,-10.7248335,5.2601514,-12.937939,0.24278468,-11.342034,1.5827655,-3.6095726,3.631932,-1.5028616,3.4166362,-3.914101,5.259483,-4.014786,1.7196246"
0,"-470.70233,78.518036,12.141418,11.310133,12.599065,3.6965425,-16.48714,6.78756,-15.881777,3.2541757,-12.261424,4.4426737,-4.3761396,4.662934,-3.5133095,-0.6216725,-3.3086812,5.0458527,-4.9311557,-2.2197244"
0,"-458.86414,81.50941,19.086294,-0.33074686,10.841343,7.5655613,-16.827944,7.7183275,-18.629002,4.8475223,-6.6928253,2.2587252,-3.0249476,3.3571925,-3.7516572,1.0108044,-3.6103187,5.2613277,-2.9354112,0.026897073"
0,"-489.61472,69.18697,20.858402,16.714327,15.012038,8.035211,-11.266602,7.6887975,-17.264366,0.9495364,-19.566246,4.05341,-3.9673772,-0.42571908,0.0062627792,1.53035,-3.7402358,2.5947967,-0.044166565,-1.1724143"
0,"-459.41934,90.40389,17.696064,-0.020016946,6.633453,12.417748,-10.055874,5.945502,-17.220015,-2.4055028,-4.0601754,-4.801944,-3.7733707,-2.1883154,-7.342448,1.5503402,-7.3029532,7.717103,-4.2724266,0.040546834"
0,"-465.24112,64.365166,10.165508,8.859151,12.011559,4.3197374,-13.052452,1.927276,-17.843458,2.924503,-13.7648535,3.461284,2.3554173,5.1053414,-0.38399014,1.7179681,-4.592834,5.0815926,-4.9900107,0.055753727"
0,"-447.69556,62.068104,15.998949,15.281396,13.895787,2.590276,-12.947866,4.292793,-13.600088,3.1763704,-10.489832,2.6648529,-1.8175728,4.1171894,-0.072332695,2.5282474,-3.763239,6.001194,-4.767396,-0.90238893"
0,"-474.4209,70.89301,21.300072,10.84084,12.62166,10.364425,-11.005733,6.7851925,-17.075628,1.5784912,-11.324611,1.8726355,-4.768058,4.330439,-1.1446579,1.6768473,-6.484253,5.6973124,-2.1397004,-1.2605287"
0,"-414.5545,86.31445,15.2269335,3.3783467,3.9823167,4.5790133,-13.402653,6.09317,-16.015581,3.6942139,-11.89329,2.8382115,-6.60079,4.8450117,-4.5142436,3.9604688,-10.7750435,5.6136622,-1.5831424,-3.2876675"
0,"-479.35696,87.872925,19.183725,0.14885534,2.1552274,4.765109,-6.2301846,6.462184,-16.352083,1.7949144,-11.583491,4.1089826,-3.701793,2.2104502,-3.1952043,3.941236,-8.005353,3.7667675,-0.41355106,0.11359038"
0,"-494.0135,87.455475,30.274712,4.594966,-5.266661,5.110483,-6.43816,7.8848577,-15.688346,2.0473764,-9.451594,-0.2752798,-1.3033977,4.4563274,-1.4440607,3.5237854,-3.6754262,1.9529688,-3.5399077,-2.4228513"
0,"-460.28226,92.295074,30.684835,5.9418283,-1.2353975,6.7962823,-7.54721,-1.6885475,-16.126366,0.091860935,-6.9273453,-1.3834027,-2.6726856,2.2061348,-4.76782,2.1398542,-6.0089955,4.470246,-2.1226938,-1.0899724"
0,"-440.91296,71.78112,15.882923,-0.023405636,6.9570594,-3.4036396,-13.594012,3.3146496,-21.624449,5.0756965,-15.592118,5.7643404,-5.4592423,11.062191,-5.694539,4.510404,-6.631941,5.1326385,-3.836707,-2.070778"
0,"-469.6147,93.09539,29.17088,0.072657,-6.1065874,0.8242587,-12.609013,8.736869,-14.503742,0.97814345,-1.9095994,-3.0127492,-2.3283124,4.3976994,-5.2393045,4.2841334,-5.3356624,7.5513425,-2.5063624,-1.2086726"
0,"-463.85306,85.54019,14.477501,-11.031284,1.1954323,7.4963174,-8.073874,8.009171,-15.322155,5.9834723,-13.700091,6.537812,-3.1469862,3.4581928,-3.3287292,1.2850659,-0.5520408,4.794333,0.18187907,-1.6027521"
0,"-429.2751,74.43212,-0.05524351,-7.5085773,10.471169,8.680806,-19.027546,2.8572075,-14.267986,2.9340434,-5.0249567,-1.2587292,-2.5602489,3.1027455,-1.6308352,4.584466,-6.1809688,8.144221,-2.2930067,2.165838"
0,"-445.2877,71.24326,14.207738,4.5745697,11.838622,1.9447553,-18.790407,2.3736362,-20.735445,6.523353,-17.691029,6.778474,-1.5980867,8.528694,-1.587505,2.5219274,-4.6651216,10.786094,-3.6077454,3.8331945"
0,"-379.33334,80.67792,11.05681,-4.249954,3.9406917,3.5117314,-11.739259,8.284448,-17.683985,8.078648,-10.379562,4.4807763,-6.818875,3.3561313,-4.1381354,5.588371,-9.48856,7.667595,-2.9724154,-1.742605"
0,"-460.2674,91.831314,32.015556,9.228865,-0.8771393,1.8677335,-11.275188,2.2742538,-16.165909,-1.4322131,-9.000195,-2.1438282,-3.116443,1.3054584,-4.440454,-1.7765937,-6.122868,5.0180187,-3.2639189,-1.8942921"
0,"-465.7477,73.5554,29.773329,-4.1558614,14.089579,3.9366481,-6.3634105,5.9025197,-18.493011,-1.4828228,-15.497266,4.854352,-2.0475154,6.500397,-1.5425012,6.2811613,-6.815258,1.4884472,1.1488894,3.3678114"
0,"-477.18225,97.012276,8.678572,-3.1813905,8.350916,11.151372,-14.393072,6.689308,-13.812766,0.5166966,-4.8785553,-1.5314043,-1.1659673,0.94730574,-2.1346798,3.6962166,-6.5134697,9.322204,-2.8918314,0.57158834"
0,"-440.35846,77.19231,2.0305114,-2.3031657,9.864187,2.346771,-12.285248,5.5417295,-11.091008,7.9401274,-14.421157,5.262107,-6.4458365,2.4527025,-2.4469795,1.4849337,-6.381498,4.438772,-2.71798,-1.2932816"
0,"-467.29886,63.785427,12.682793,14.269043,14.927777,6.377708,-14.985163,3.7758584,-12.691876,-0.1734525,-15.326534,1.875683,-2.0133379,1.2666423,1.7301497,1.8065569,-3.6391237,6.9668016,-4.4404984,2.0697515"
0,"-431.45865,86.32267,27.881725,-3.551796,3.6244667,17.127424,-4.2470036,-2.3510277,-16.337994,-3.772369,-11.117273,-0.12009043,-6.426515,2.226555,-2.9221423,1.2207605,-8.235827,4.1032443,-4.6002517,0.19303744"
0,"-450.5391,73.787186,7.031451,9.389062,8.67667,3.4072669,-13.385188,0.28769115,-14.76242,7.457177,-12.485676,2.9261558,-4.0825887,7.911503,-3.375475,1.9799495,-7.0188475,5.6786556,-2.7588835,-1.0981619"
0,"-454.31183,65.77965,18.726654,17.2902,10.6702385,10.268487,-15.309718,9.443697,-17.976305,2.5289917,-17.730736,-1.0403138,-4.9160514,1.425414,-5.0784526,-0.79149175,-6.3645105,6.4542465,-4.854853,-1.7951617"
0,"-483.33945,105.456696,36.115326,3.8303776,-3.3096623,-2.610762,-9.307761,1.6257844,-23.284887,2.086304,-10.454201,-2.8417702,-5.5592256,4.9473934,-5.334236,5.242473,-5.4940767,4.406543,-4.1041846,-3.1774101"
0,"-409.36734,81.95039,16.095142,0.4992808,12.958771,6.433032,-14.5094595,-2.2478175,-19.134117,-1.1841934,-12.553312,-0.835954,-6.744637,3.3898253,-1.7922462,2.854819,-5.4381404,0.1578331,-3.644189,-0.7951902"
0,"-462.313,79.68762,23.776642,7.1057153,8.024126,14.548047,-12.008486,-2.302322,-21.882475,-3.0275607,-12.382812,0.75317925,-1.5398091,-3.288591,-3.6250925,0.34942892,-5.1784835,3.9992528,-4.275545,3.7818637"
0,"-479.8894,97.62307,40.48112,2.2983396,1.6692139,-0.9854041,-12.876167,5.4586143,-24.030502,1.5098528,-9.208184,-3.3559139,-4.992055,2.53276,-4.195456,-1.1056718,-4.9448867,0.5082963,-4.103703,-0.29176503"
0,"-424.7531,84.31451,20.9913,-0.6023735,7.8204813,11.61648,-11.456003,2.5593057,-15.70952,-1.6123183,-8.979036,-2.4747362,-7.404556,3.0477412,-3.7448597,0.7028074,-7.6060004,2.6420505,-3.4470613,-1.7513953"
0,"-393.5453,92.288414,-9.017626,-9.004223,1.6332546,6.659431,-14.890859,6.1480947,-10.8057375,7.3588624,-10.387931,2.522848,-5.7483716,7.714266,-1.1981292,5.3541694,-6.419208,6.2786355,-1.0808505,-0.748745"
0,"-449.66153,85.10732,23.873377,-3.0862694,-13.0948305,-8.184687,-12.007858,8.7867985,-17.113855,8.987246,-7.7627053,6.361033,-5.8746166,6.3473134,-4.2083097,4.6068587,-8.706346,3.3509784,0.2821601,-4.3058915"
0,"-435.51685,88.59357,-5.25964,-1.246712,4.614823,10.86693,-20.85018,8.457449,-12.233694,1.4834238,-9.252716,-1.0841619,-2.060408,1.5308245,-0.9767772,3.045707,-8.218031,10.055548,-3.3956642,0.4170164"
0,"-454.12592,76.73733,11.692035,9.659337,8.776607,-1.3936242,-14.3728695,4.2363772,-15.445054,-0.40039456,-13.242799,1.6270622,-1.7884196,1.7815608,-0.456954,4.3185906,-3.3972764,8.800912,-3.5270877,1.6994232"
0,"-412.2935,86.887276,-9.685892,-11.765933,5.162461,0.4835558,-12.376506,8.082652,-14.853911,11.747523,-14.193488,4.7321506,-5.1812587,4.327963,-2.2968295,2.6340475,-8.325002,8.036878,-0.8000211,-4.190115"
0,"-440.02737,67.96318,8.873925,12.6863165,7.7038717,-1.793732,-17.530743,5.739713,-16.844986,1.6659292,-18.217785,2.6032305,-0.45907235,-0.95634484,-0.16925746,3.312197,-3.2469623,7.185369,-3.003528,-1.8918797"
0,"-404.54666,95.925705,4.290311,-11.917933,4.6108627,4.233432,-11.958477,-6.116081,-17.652449,2.4166684,-11.651765,6.779008,-4.7910795,4.871223,-5.7444506,4.7839913,-8.206776,4.610054,-1.9286696,-1.9634829"
0,"-388.47186,76.583626,8.501836,5.3984613,12.121536,-0.41348362,-19.697977,0.4272807,-13.97461,0.2454924,-13.544702,2.52173,-5.276606,6.8958893,-1.7051929,1.6637124,-2.801603,5.2678246,-2.849838,-1.4313182"
